ts,gpu,gr_engine_active,dram_active,tensor_active,power_w,fb_used_mib
1781293115,7,0.770843,0.227944,0.165060,767.769000,170183
1781293117,0,0.751829,0.238606,0.168809,848.389000,170181
1781293117,1,0.748158,0.229899,0.157612,754.682000,170009
1781293117,2,0.755321,0.228981,0.157796,755.903000,170107
1781293117,3,0.798034,0.232718,0.177653,877.718000,169269
1781293117,4,0.773294,0.231557,0.176924,883.792000,169269
1781293117,5,0.825206,0.237563,0.166756,836.473000,170115
1781293117,6,0.760044,0.228260,0.164692,806.608000,170385
1781293117,7,0.770843,0.227944,0.165060,767.769000,170183
1781293119,0,0.751829,0.238606,0.168809,848.389000,170181
1781293119,1,0.748158,0.229899,0.157612,754.682000,170009
1781293119,2,0.755321,0.228981,0.157796,755.903000,170107
1781293119,3,0.798034,0.232718,0.177653,877.718000,169269
1781293119,4,0.773294,0.231557,0.176924,883.792000,169269
1781293119,5,0.825206,0.237563,0.166756,836.473000,170115
1781293119,6,0.760044,0.228260,0.164692,806.608000,170385
1781293119,7,0.770843,0.227944,0.165060,767.769000,170183
1781293121,0,0.307928,0.100683,0.060944,248.502000,170181
1781293121,1,0.319349,0.102085,0.059401,242.987000,170009
1781293121,2,0.318926,0.101710,0.059358,248.450000,170107
1781293121,3,0.319474,0.098245,0.061312,240.353000,169269
1781293121,4,0.311421,0.098046,0.061458,247.250000,169269
1781293121,5,0.340253,0.101522,0.061504,238.989000,170115
1781293121,6,0.319628,0.100488,0.060571,247.524000,170385
1781293121,7,0.323774,0.099514,0.059932,237.101000,170183
1781293123,0,0.307928,0.100683,0.060944,248.502000,170181
1781293123,1,0.319349,0.102085,0.059401,242.987000,170009
1781293123,2,0.318926,0.101710,0.059358,248.450000,170107
1781293123,3,0.319474,0.098245,0.061312,240.353000,169269
1781293123,4,0.311421,0.098046,0.061458,247.250000,169269
1781293123,5,0.340253,0.101522,0.061504,238.989000,170115
1781293123,6,0.319628,0.100488,0.060571,247.524000,170385
1781293123,7,0.323774,0.099514,0.059932,237.101000,170183
1781293126,0,0.307928,0.100683,0.060944,248.502000,170181
1781293126,1,0.319349,0.102085,0.059401,242.987000,170009
1781293126,2,0.318926,0.101710,0.059358,248.450000,170107
1781293126,3,0.319474,0.098245,0.061312,240.353000,169269
1781293126,4,0.311421,0.098046,0.061458,247.250000,169269
1781293126,5,0.340253,0.101522,0.061504,238.989000,170115
1781293126,6,0.319628,0.100488,0.060571,247.524000,170385
1781293126,7,0.323774,0.099514,0.059932,237.101000,170183
1781293128,0,0.307928,0.100683,0.060944,248.502000,170181
1781293128,1,0.319349,0.102085,0.059401,242.987000,170009
1781293128,2,0.318926,0.101710,0.059358,248.450000,170107
1781293128,3,0.319474,0.098245,0.061312,240.353000,169269
1781293128,4,0.311421,0.098046,0.061458,247.250000,169269
1781293128,5,0.340253,0.101522,0.061504,238.989000,170115
1781293128,6,0.319628,0.100488,0.060571,247.524000,170385
1781293128,7,0.323774,0.099514,0.059932,237.101000,170183
1781293130,0,0.307928,0.100683,0.060944,248.502000,170181
1781293130,1,0.319349,0.102085,0.059401,242.987000,170009
1781293130,2,0.318926,0.101710,0.059358,248.450000,170107
1781293130,3,0.319474,0.098245,0.061312,240.353000,169269
1781293130,4,0.311421,0.098046,0.061458,247.250000,169269
1781293130,5,0.340253,0.101522,0.061504,238.989000,170115
1781293130,6,0.319628,0.100488,0.060571,247.524000,170385
1781293130,7,0.323774,0.099514,0.059932,237.101000,170183
1781293132,0,0.307928,0.100683,0.060944,248.502000,170181
1781293132,1,0.319349,0.102085,0.059401,242.987000,170009
1781293132,2,0.318926,0.101710,0.059358,248.450000,170107
1781293132,3,0.319474,0.098245,0.061312,240.353000,169269
1781293132,4,0.311421,0.098046,0.061458,247.250000,169269
1781293132,5,0.340253,0.101522,0.061504,238.989000,170115
1781293132,6,0.319628,0.100488,0.060571,247.524000,170385
1781293132,7,0.323774,0.099514,0.059932,237.101000,170183
