#Date        Time         gpu     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 20260615    13:43:30       0      0      0      0      0      0      0  12481   2317  91763  91764      0 
 20260615    13:43:30       1      0      0      0      0      0      0  12481   2347  91769  91770      0 
 20260615    13:43:31       0      0      0      0      0      0      0  12481   2317  91763  91764      0 
 20260615    13:43:31       1      0      0      0      0      0      0  12481   2347  91769  91770      0 
 20260615    13:43:32       0      0      0      0      0      0      0  12481   2317  91763  91764      0 
 20260615    13:43:32       1      0      0      0      0      0      0  12481   2347  91769  91770      0 
 20260615    13:43:33       0      0      0      0      0      0      0  12481   2317  91763  91764      0 
 20260615    13:43:33       1      0      0      0      0      0      0  12481   2347  91769  91770      0 
 20260615    13:43:34       0      0      0      0      0      0      0  12481   2317  91763  91764      0 
 20260615    13:43:34       1      0      0      0      0      0      0  12481   2347  91769  91770      0 
 20260615    13:43:35       0      0      0      0      0      0      0  12481   2317  91763  91764      0 
 20260615    13:43:35       1      0      0      0      0      0      0  12481   2347  91769  91770      0 
 20260615    13:43:36       0      0      0      0      0      0      0  12481   2317  91763  91764      0 
 20260615    13:43:36       1      0      0      0      0      0      0  12481   2347  91769  91770      0 
 20260615    13:43:37       0      0      0      0      0      0      0  12481   2317  91763  91764      0 
 20260615    13:43:37       1      0      0      0      0      0      0  12481   2347  91769  91770      0 
#Date        Time         gpu     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 20260615    13:43:38       0      0      0      0      0      0      0  12481   2317  91763  91764      0 
 20260615    13:43:38       1      0      0      0      0      0      0  12481   2347  91769  91770      0 
 20260615    13:43:39       0      0      0      0      0      0      0  12481   2317  91763  91764      0 
 20260615    13:43:39       1      0      0      0      0      0      0  12481   2347  91769  91770      0 
 20260615    13:43:40       0      0      0      0      0      0      0  12481   2317  91763  91764      0 
 20260615    13:43:40       1      0      0      0      0      0      0  12481   2347  91769  91770      0 
 20260615    13:43:41       0      0      0      0      0      0      0  12481   2317  91763  91764      0 
 20260615    13:43:41       1      0      0      0      0      0      0  12481   2347  91769  91770      0 
 20260615    13:43:42       0      0      0      0      0      0      0  12481   2317  91763  91764      0 
 20260615    13:43:42       1      0      0      0      0      0      0  12481   2347  91769  91770      0 
 20260615    13:43:43       0      0      0      0      0      0      0  12481   2317  91763  91764      0 
 20260615    13:43:43       1      0      0      0      0      0      0  12481   2347  91769  91770      0 
 20260615    13:43:44       0    100     17      0      0      0      0  12481   2272  91763  91764      0 
 20260615    13:43:44       1     99     39      0      0      0      0  12481   2295  91769  91770      0 
 20260615    13:43:45       0    100     46      0      0      0      0  12481   2392  91763  91764      0 
 20260615    13:43:45       1    100     41      0      0      0      0  12481   2377  91769  91770      0 
 20260615    13:43:46       0    100     47      0      0      0      0  12481   2400  91763  91764      0 
 20260615    13:43:46       1    100     43      0      0      0      0  12481   2392  91769  91770      0 
 20260615    13:43:47       0    100     47      0      0      0      0  12481   2400  91763  91764      0 
 20260615    13:43:47       1    100     43      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:43:48       0    100     48      0      0      0      0  12481   2400  91763  91764      0 
 20260615    13:43:48       1    100     44      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:43:49       0    100     50      0      0      0      0  12481   2400  91763  91764      0 
 20260615    13:43:49       1    100     46      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:43:50       0    100     51      0      0      0      0  12481   2400  91763  91764      0 
 20260615    13:43:50       1    100     47      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:43:51       0    100     52      0      0      0      0  12481   2400  91763  91764      0 
 20260615    13:43:51       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:43:52       0    100     52      0      0      0      0  12481   2400  91763  91764      0 
 20260615    13:43:52       1    100     48      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:43:53       0    100     52      0      0      0      0  12481   2400  91763  91764      0 
 20260615    13:43:53       1    100     50      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:43:54       0    100     53      0      0      0      0  12481   2400  91763  91764      0 
 20260615    13:43:54       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:43:55       0    100     52      0      0      0      0  12481   2400  91763  91764      0 
 20260615    13:43:55       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:43:56       0    100     52      0      0      0      0  12481   2400  91763  91764      0 
 20260615    13:43:56       1    100     48      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:43:57       0    100     53      0      0      0      0  12481   2400  91763  91764      0 
 20260615    13:43:57       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:43:58       0    100     51      0      0      0      0  12481   2400  91763  91764      0 
 20260615    13:43:58       1    100     50      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:43:59       0    100     53      0      0      0      0  12481   2400  91763  91764      0 
 20260615    13:43:59       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
#Date        Time         gpu     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 20260615    13:44:00       0    100     53      0      0      0      0  12481   2400  91763  91764      0 
 20260615    13:44:00       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:01       0    100     52      0      0      0      0  12481   2400  91763  91764      0 
 20260615    13:44:01       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:02       0    100     53      0      0      0      0  12481   2400  91763  91764      0 
 20260615    13:44:02       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:03       0    100     53      0      0      0      0  12481   2400  91763  91764      0 
 20260615    13:44:03       1    100     48      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:04       0    100     53      0      0      0      0  12481   2400  91763  91764      0 
 20260615    13:44:04       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:05       0    100     53      0      0      0      0  12481   2400  91763  91764      0 
 20260615    13:44:05       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:06       0    100     52      0      0      0      0  12481   2400  91763  91764      0 
 20260615    13:44:06       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:07       0    100     53      0      0      0      0  12481   2400  91763  91764      0 
 20260615    13:44:07       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:08       0    100     53      0      0      0      0  12481   2400  91763  91764      0 
 20260615    13:44:08       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:09       0    100     52      0      0      0      0  12481   2400  91763  91764      0 
 20260615    13:44:09       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:10       0    100     53      0      0      0      0  12481   2392  91763  91764      0 
 20260615    13:44:10       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:11       0    100     52      0      0      0      0  12481   2400  91763  91764      0 
 20260615    13:44:11       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:12       0    100     53      0      0      0      0  12481   2400  91763  91764      0 
 20260615    13:44:12       1    100     50      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:13       0    100     53      0      0      0      0  12481   2400  91763  91764      0 
 20260615    13:44:13       1    100     48      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:14       0    100     53      0      0      0      0  12481   2400  91763  91764      0 
 20260615    13:44:14       1    100     48      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:15       0    100     53      0      0      0      0  12481   2400  91763  91764      0 
 20260615    13:44:15       1    100     50      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:16       0    100     53      0      0      0      0  12481   2400  91763  91764      0 
 20260615    13:44:16       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:17       0    100     52      0      0      0      0  12481   2392  91763  91764      0 
 20260615    13:44:17       1    100     48      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:18       0    100     52      0      0      0      0  12481   2400  91763  91764      0 
 20260615    13:44:18       1    100     50      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:19       0    100     53      0      0      0      0  12481   2400  91763  91764      0 
 20260615    13:44:19       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:20       0    100     51      0      0      0      0  12481   2400  91763  91764      0 
 20260615    13:44:20       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:21       0    100     52      0      0      0      0  12481   2392  91763  91764      0 
 20260615    13:44:21       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
#Date        Time         gpu     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 20260615    13:44:22       0    100     53      0      0      0      0  12481   2400  91763  91764      0 
 20260615    13:44:22       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:23       0    100     53      0      0      0      0  12481   2392  91763  91764      0 
 20260615    13:44:23       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:24       0    100     52      0      0      0      0  12481   2400  91763  91764      0 
 20260615    13:44:24       1    100     48      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:25       0    100     53      0      0      0      0  12481   2400  91763  91764      0 
 20260615    13:44:25       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:26       0    100     53      0      0      0      0  12481   2392  91763  91764      0 
 20260615    13:44:26       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:27       0    100     52      0      0      0      0  12481   2400  91763  91764      0 
 20260615    13:44:27       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:28       0    100     52      0      0      0      0  12481   2392  91763  91764      0 
 20260615    13:44:28       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:29       0    100     53      0      0      0      0  12481   2392  91763  91764      0 
 20260615    13:44:29       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:30       0    100     52      0      0      0      0  12481   2400  91763  91764      0 
 20260615    13:44:30       1    100     48      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:31       0    100     53      0      0      0      0  12481   2392  91763  91764      0 
 20260615    13:44:31       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:32       0    100     52      0      0      0      0  12481   2392  91763  91764      0 
 20260615    13:44:32       1    100     50      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:33       0    100     53      0      0      0      0  12481   2392  91763  91764      0 
 20260615    13:44:33       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:34       0    100     52      0      0      0      0  12481   2392  91763  91764      0 
 20260615    13:44:34       1    100     48      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:35       0    100     53      0      0      0      0  12481   2400  91763  91764      0 
 20260615    13:44:35       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:36       0    100     51      0      0      0      0  12481   2392  91763  91764      0 
 20260615    13:44:36       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:37       0    100     53      0      0      0      0  12481   2392  91763  91764      0 
 20260615    13:44:37       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:39       0    100     53      0      0      0      0  12481   2400  91763  91764      0 
 20260615    13:44:39       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:40       0    100     52      0      0      0      0  12481   2392  91763  91764      0 
 20260615    13:44:40       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:41       0    100     52      0      0      0      0  12481   2392  91763  91764      0 
 20260615    13:44:41       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:42       0    100     52      0      0      0      0  12481   2400  91763  91764      0 
 20260615    13:44:42       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:43       0    100     53      0      0      0      0  12481   2392  91763  91764      0 
 20260615    13:44:43       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:44       0    100     52      0      0      0      0  12481   2392  91763  91764      0 
 20260615    13:44:44       1    100     48      0      0      0      0  12481   2407  91769  91770      0 
#Date        Time         gpu     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
 20260615    13:44:45       0    100     51      0      0      0      0  12481   2392  91763  91764      0 
 20260615    13:44:45       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:46       0    100     53      0      0      0      0  12481   2392  91763  91764      0 
 20260615    13:44:46       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:47       0    100     52      0      0      0      0  12481   2392  91763  91764      0 
 20260615    13:44:47       1    100     48      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:48       0    100     52      0      0      0      0  12481   2392  91763  91764      0 
 20260615    13:44:48       1    100     48      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:49       0    100     53      0      0      0      0  12481   2392  91763  91764      0 
 20260615    13:44:49       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:50       0    100     51      0      0      0      0  12481   2400  91763  91764      0 
 20260615    13:44:50       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:51       0    100     53      0      0      0      0  12481   2392  91763  91764      0 
 20260615    13:44:51       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:52       0    100     53      0      0      0      0  12481   2392  91763  91764      0 
 20260615    13:44:52       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:53       0    100     53      0      0      0      0  12481   2392  91763  91764      0 
 20260615    13:44:53       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:54       0    100     53      0      0      0      0  12481   2392  91763  91764      0 
 20260615    13:44:54       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:55       0    100     52      0      0      0      0  12481   2392  91763  91764      0 
 20260615    13:44:55       1    100     50      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:56       0    100     53      0      0      0      0  12481   2392  91763  91764      0 
 20260615    13:44:56       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:57       0    100     53      0      0      0      0  12481   2392  91763  91764      0 
 20260615    13:44:57       1    100     48      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:58       0    100     53      0      0      0      0  12481   2392  91763  91764      0 
 20260615    13:44:58       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:44:59       0    100     52      0      0      0      0  12481   2392  91763  91764      0 
 20260615    13:44:59       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:45:00       0    100     52      0      0      0      0  12481   2392  91763  91764      0 
 20260615    13:45:00       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:45:01       0    100     52      0      0      0      0  12481   2392  91763  91764      0 
 20260615    13:45:01       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:45:02       0    100     53      0      0      0      0  12481   2392  91763  91764      0 
 20260615    13:45:02       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:45:03       0    100     53      0      0      0      0  12481   2392  91763  91764      0 
 20260615    13:45:03       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:45:04       0    100     52      0      0      0      0  12481   2392  91763  91764      0 
 20260615    13:45:04       1    100     49      0      0      0      0  12481   2407  91769  91770      0 
 20260615    13:45:05       0    100     53      0      0      0      0  12481   2392  91763  91764      0 
 20260615    13:45:05       1    100     26      0      0      0      0  12481   2415  91769  91770      0 
 20260615    13:45:06       0      0      0      0      0      0      0  12481   2415  91763  91764      0 
 20260615    13:45:06       1      0      0      0      0      0      0  12481   2422  91769  91770      0 
